Data;Ultimo;Var%
27.05.2019;8.8;-0.79%
24.05.2019;8.87;0.45%
23.05.2019;8.83;-0.34%
22.05.2019;8.86;0.57%
21.05.2019;8.81;-2.22%
20.05.2019;9.01;-0.99%
17.05.2019;9.1;1.22%
16.05.2019;8.99;1.01%
15.05.2019;8.9;1.02%
14.05.2019;8.81;-1.01%
13.05.2019;8.9;1.25%
10.05.2019;8.79;-0.23%
09.05.2019;8.81;-0.23%
08.05.2019;8.83;-0.56%
07.05.2019;8.88;-0.28%
06.05.2019;8.905;0.11%
03.05.2019;8.895;-1.00%
02.05.2019;8.985;0.22%
30.04.2019;8.965;-0.44%
29.04.2019;9.005;0.39%
26.04.2019;8.97;-0.11%
25.04.2019;8.98;-0.77%
24.04.2019;9.05;1.91%
23.04.2019;8.88;-1.11%
22.04.2019;8.98;0.22%
18.04.2019;8.96;-0.55%
17.04.2019;9.01;0.33%
16.04.2019;8.98;0.79%
15.04.2019;8.91;-0.78%
12.04.2019;8.98;0.56%
11.04.2019;8.93;0.11%
10.04.2019;8.92;-0.78%
09.04.2019;8.99;0.11%
08.04.2019;8.98;0.45%
05.04.2019;8.94;0.11%
04.04.2019;8.93;-0.89%
03.04.2019;9.01;1.12%
02.04.2019;8.91;0.45%
01.04.2019;8.87;-1.28%
29.03.2019;8.985;0.73%
28.03.2019;8.92;-4.70%
27.03.2019;9.36;3.31%
26.03.2019;9.06;0.50%
25.03.2019;9.015;-1.37%
22.03.2019;9.14;4.34%
21.03.2019;8.76;0.46%
20.03.2019;8.72;-0.80%
19.03.2019;8.79;0.00%
18.03.2019;8.79;-0.45%
15.03.2019;8.83;-0.17%
14.03.2019;8.845;1.09%
13.03.2019;8.75;-0.74%
12.03.2019;8.815;-0.90%
11.03.2019;8.895;-1.39%
08.03.2019;9.02;-0.55%
07.03.2019;9.07;-0.55%
06.03.2019;9.12;0.33%
01.03.2019;9.09;0.78%
28.02.2019;9.02;0.56%
27.02.2019;8.97;-0.44%
26.02.2019;9.01;0.22%
25.02.2019;8.99;0.67%
22.02.2019;8.93;-0.78%
21.02.2019;9;0.33%
20.02.2019;8.97;1.82%
19.02.2019;8.81;-1.12%
18.02.2019;8.91;1.60%
15.02.2019;8.77;-0.34%
14.02.2019;8.8;-1.57%
13.02.2019;8.94;-0.22%
12.02.2019;8.96;-0.99%
11.02.2019;9.05;0.00%
08.02.2019;9.05;0.78%
07.02.2019;8.98;0.56%
06.02.2019;8.93;1.36%
05.02.2019;8.81;0.69%
04.02.2019;8.75;0.46%
01.02.2019;8.71;-1.80%
31.01.2019;8.87;-2.10%
30.01.2019;9.06;0.22%
29.01.2019;9.04;-0.99%
28.01.2019;9.13;0.66%
25.01.2019;9.07;-0.44%
24.01.2019;9.11;1.56%
23.01.2019;8.97;-1.75%
22.01.2019;9.13;1.00%
21.01.2019;9.04;-0.66%
18.01.2019;9.1;-1.19%
17.01.2019;9.21;-0.43%
16.01.2019;9.25;0.49%
15.01.2019;9.205;0.77%
14.01.2019;9.135;-0.92%
11.01.2019;9.22;0.11%
10.01.2019;9.21;1.26%
09.01.2019;9.095;-0.49%
08.01.2019;9.14;-0.44%
07.01.2019;9.18;0.66%
04.01.2019;9.12;-0.65%
03.01.2019;9.18;-0.76%
02.01.2019;9.25;0.11%
31.12.2018;9.24;-0.86%
28.12.2018;9.32;-0.21%
27.12.2018;9.34;-0.32%
26.12.2018;9.37;0.05%
24.12.2018;9.365;-1.00%
21.12.2018;9.46;0.11%
20.12.2018;9.45;-1.46%
19.12.2018;9.59;-1.54%
18.12.2018;9.74;0.83%
17.12.2018;9.66;-0.21%
14.12.2018;9.68;-1.53%
13.12.2018;9.83;-2.09%
12.12.2018;10.04;-1.08%
11.12.2018;10.15;-0.68%
10.12.2018;10.22;1.69%
07.12.2018;10.05;0.10%
06.12.2018;10.04;-0.89%
05.12.2018;10.13;0.40%
04.12.2018;10.09;0.90%
03.12.2018;10;0.70%
30.11.2018;9.93;-1.00%
29.11.2018;10.03;-0.79%
28.11.2018;10.11;-0.10%
27.11.2018;10.12;-0.78%
26.11.2018;10.2;3.13%
23.11.2018;9.89;-1.20%
22.11.2018;10.01;-0.79%
21.11.2018;10.09;-0.64%
20.11.2018;10.155;0.05%
19.11.2018;10.15;0.00%
16.11.2018;10.15;-2.87%
14.11.2018;10.45;-1.42%
13.11.2018;10.6;1.15%
12.11.2018;10.48;0.77%
09.11.2018;10.4;-0.95%
08.11.2018;10.5;2.14%
07.11.2018;10.28;-0.10%
06.11.2018;10.29;1.48%
05.11.2018;10.14;0.00%
01.11.2018;10.14;-0.98%
31.10.2018;10.24;0.79%
30.10.2018;10.16;-2.31%
29.10.2018;10.4;1.46%
26.10.2018;10.25;-2.71%
25.10.2018;10.535;0.24%
24.10.2018;10.51;2.34%
23.10.2018;10.27;0.59%
22.10.2018;10.21;-1.16%
19.10.2018;10.33;-1.43%
18.10.2018;10.48;2.14%
17.10.2018;10.26;-0.77%
16.10.2018;10.34;-2.64%
15.10.2018;10.62;-2.21%
11.10.2018;10.86;0.00%
10.10.2018;10.86;1.02%
09.10.2018;10.75;-1.19%
08.10.2018;10.88;-4.31%
05.10.2018;11.37;0.80%
04.10.2018;11.28;-0.88%
03.10.2018;11.38;-0.78%
02.10.2018;11.47;-0.35%
01.10.2018;11.51;-1.07%
28.09.2018;11.635;1.26%
27.09.2018;11.49;-1.03%
26.09.2018;11.61;-1.11%
25.09.2018;11.74;-0.17%
24.09.2018;11.76;0.51%
21.09.2018;11.7;-2.34%
20.09.2018;11.98;-0.75%
19.09.2018;12.07;-1.39%
18.09.2018;12.24;0.00%
17.09.2018;12.24;-0.73%
14.09.2018;12.33;-1.60%
13.09.2018;12.53;0.72%
12.09.2018;12.44;-0.40%
11.09.2018;12.49;1.88%
10.09.2018;12.26;0.49%
06.09.2018;12.2;-2.79%
05.09.2018;12.55;0.16%
04.09.2018;12.53;1.62%
03.09.2018;12.33;1.15%
31.08.2018;12.19;-1.22%
30.08.2018;12.34;2.41%
29.08.2018;12.05;0.08%
28.08.2018;12.04;0.92%
27.08.2018;11.93;-0.67%
24.08.2018;12.01;-1.40%
23.08.2018;12.18;1.25%
22.08.2018;12.03;-2.51%
21.08.2018;12.34;3.96%
20.08.2018;11.87;0.85%
17.08.2018;11.77;1.12%
16.08.2018;11.64;0.87%
15.08.2018;11.54;-0.60%
14.08.2018;11.61;-1.19%
13.08.2018;11.75;-0.09%
10.08.2018;11.76;2.44%
09.08.2018;11.48;1.32%
08.08.2018;11.33;1.71%
07.08.2018;11.14;1.00%
06.08.2018;11.03;-0.18%
03.08.2018;11.05;-1.52%
02.08.2018;11.22;0.18%
01.08.2018;11.2;0.99%
31.07.2018;11.09;0.64%
30.07.2018;11.02;0.36%
27.07.2018;10.98;-0.27%
26.07.2018;11.01;1.29%
25.07.2018;10.87;-1.36%
24.07.2018;11.02;0.00%
23.07.2018;11.02;0.64%
20.07.2018;10.95;-1.08%
19.07.2018;11.07;-2.12%
18.07.2018;11.31;-0.09%
17.07.2018;11.32;-0.70%
16.07.2018;11.4;0.44%
13.07.2018;11.35;-0.18%
12.07.2018;11.37;1.56%
11.07.2018;11.195;0.13%
10.07.2018;11.18;-0.53%
06.07.2018;11.24;-1.58%
05.07.2018;11.42;0.88%
04.07.2018;11.32;-0.70%
03.07.2018;11.4;0.62%
02.07.2018;11.33;-2.50%
29.06.2018;11.62;-1.11%
28.06.2018;11.75;-0.59%
27.06.2018;11.82;0.08%
26.06.2018;11.81;-0.25%
25.06.2018;11.84;-1.58%
22.06.2018;12.03;-0.66%
21.06.2018;12.11;2.89%
20.06.2018;11.77;0.26%
19.06.2018;11.74;-2.00%
18.06.2018;11.98;-0.91%
15.06.2018;12.09;-1.23%
14.06.2018;12.24;4.44%
13.06.2018;11.72;0.86%
12.06.2018;11.62;-0.26%
11.06.2018;11.65;0.00%
08.06.2018;11.65;-2.43%
07.06.2018;11.94;-2.77%
06.06.2018;12.28;6.55%
05.06.2018;11.525;2.49%
04.06.2018;11.245;-0.22%
01.06.2018;11.27;0.45%
30.05.2018;11.22;-0.36%
29.05.2018;11.26;2.09%
28.05.2018;11.03;0.68%
25.05.2018;10.955;2.48%
24.05.2018;10.69;0.66%
23.05.2018;10.62;0.57%
22.05.2018;10.56;1.34%
21.05.2018;10.42;0.24%
20.05.2018;10.395;0.00%
18.05.2018;10.395;2.72%
17.05.2018;10.12;0.70%
16.05.2018;10.05;0.05%
15.05.2018;10.045;0.40%
14.05.2018;10.005;0.60%
11.05.2018;9.945;0.96%
10.05.2018;9.85;-2.28%
09.05.2018;10.08;1.82%
08.05.2018;9.9;1.12%
07.05.2018;9.79;0.93%
04.05.2018;9.7;0.10%
03.05.2018;9.69;-0.31%
02.05.2018;9.72;0.52%
30.04.2018;9.67;0.62%
27.04.2018;9.61;-0.88%
26.04.2018;9.695;-1.17%
25.04.2018;9.81;0.41%
24.04.2018;9.77;0.57%
23.04.2018;9.715;0.99%
20.04.2018;9.62;0.31%
19.04.2018;9.59;0.10%
18.04.2018;9.58;-0.93%
17.04.2018;9.67;-0.62%
16.04.2018;9.73;0.26%
13.04.2018;9.705;0.57%
12.04.2018;9.65;0.21%
11.04.2018;9.63;-0.72%
10.04.2018;9.7;-0.36%
09.04.2018;9.735;1.09%
06.04.2018;9.63;0.52%
05.04.2018;9.58;-0.31%
04.04.2018;9.61;0.21%
03.04.2018;9.59;0.84%
02.04.2018;9.51;0.58%
29.03.2018;9.455;-0.79%
28.03.2018;9.53;0.11%
27.03.2018;9.52;0.32%
26.03.2018;9.49;-0.52%
23.03.2018;9.54;0.85%
22.03.2018;9.46;-0.32%
21.03.2018;9.49;-0.52%
20.03.2018;9.54;0.58%
19.03.2018;9.485;0.42%
16.03.2018;9.445;-0.53%
15.03.2018;9.495;0.05%
14.03.2018;9.49;0.00%
13.03.2018;9.49;-0.99%
12.03.2018;9.585;-0.21%
09.03.2018;9.605;0.26%
08.03.2018;9.58;0.31%
07.03.2018;9.55;0.63%
06.03.2018;9.49;0.21%
05.03.2018;9.47;-1.04%
02.03.2018;9.57;-0.52%
01.03.2018;9.62;0.00%
28.02.2018;9.62;-0.31%
27.02.2018;9.65;0.52%
26.02.2018;9.6;-1.54%
23.02.2018;9.75;-0.81%
22.02.2018;9.83;-0.51%
21.02.2018;9.88;0.41%
20.02.2018;9.84;-0.20%
19.02.2018;9.86;0.10%
18.02.2018;9.85;0.00%
16.02.2018;9.85;-0.51%
15.02.2018;9.9;-0.10%
14.02.2018;9.91;-0.45%
12.02.2018;9.955;0.00%
09.02.2018;9.955;0.91%
08.02.2018;9.865;0.97%
07.02.2018;9.77;-0.20%
06.02.2018;9.79;-0.81%
05.02.2018;9.87;0.41%
02.02.2018;9.83;1.44%
01.02.2018;9.69;-0.31%
31.01.2018;9.72;-0.72%
30.01.2018;9.79;0.10%
29.01.2018;9.78;0.72%
26.01.2018;9.71;-1.37%
25.01.2018;9.845;1.08%
24.01.2018;9.74;-2.79%
23.01.2018;10.02;1.01%
22.01.2018;9.92;0.20%
19.01.2018;9.9;0.61%
18.01.2018;9.84;-0.81%
17.01.2018;9.92;0.00%
16.01.2018;9.92;0.00%
15.01.2018;9.92;0.71%
12.01.2018;9.85;-0.71%
11.01.2018;9.92;-0.70%
10.01.2018;9.99;-0.40%
09.01.2018;10.03;0.15%
08.01.2018;10.015;-0.69%
05.01.2018;10.085;0.40%
04.01.2018;10.045;0.05%
03.01.2018;10.04;-0.40%
02.01.2018;10.08;-1.27%
